Row Labels,연도,도시지역면적,비만율,유치원 원아수,초등학교 학생수,토지거래면적,혼인건수,노인 천명당 노인여가복지시설수,1인가구비율,등록외국인 현황,유아 천명당 보육시설수,지가변동률,출생아수,학급당 학생수,대학교수,독거노인가구비율,유치원수,인구 십만명당 문화기반시설수,인구 천명당 사설학원수,주택수,초등학교수,평균연령,빈집수,빈집지수
전남 장흥군,2018,37266140,32.0,327,1438,15896,134,25.36,36.7,601,13.4,3.235,176,14.71,0,21.6,16,12.545,0.79,17525,15,51.7,2595,12.897614299999999
전남 순천시,2016,198748000,23.4,3812,16805,16680,1304,12.5,26.1,1849,17.9,2.553,1961,25.18,3,7.9,62,5.74,1.73,103945,41,40.4,12440,10.6886626
대구 남구,2018,17430110,27.2,1625,4570,461,667,1.53,40.2,1320,12.0,4.295,613,23.01,2,10.4,16,2.65,0.84,42387,11,46.4,2242,5.0236393
인천 계양구,2017,45549909,28.1,3758,16403,1220,1585,3.26,22.1,3108,18.2,2.913,1984,24.54,2,4.7,40,2.16,1.24,108663,26,40.3,4709,4.1535829
부산 강서구,2018,238454383,32.9,3383,8025,3116,851,7.45,24.5,5247,10.5,5.14,1607,22.69,0,5.0,20,2.465,1.29,39541,17,37.7,2973,6.9929905
경기 용인시,2017,388296207,24.8,18118,67328,29380,4528,2.24,20.4,16926,16.6,2.238,6997,26.68,7,3.9,171,4.18,1.77,307555,100,38.8,13159,4.1030326
전남 구례군,2016,10906000,24.8,215,1051,7800,109,26.7,36.0,228,11.2,2.86,145,15.23,0,19.7,12,21.89,0.66,11355,10,51.2,1695,12.9885057
경북 성주군,2016,10575453,27.4,212,1249,14106,155,16.62,32.6,1681,13.4,2.026,303,15.16,0,15.3,16,8.85,0.62,16582,12,50.3,1807,9.8265267
서울 중랑구,2017,18531520,30.7,3365,15419,658,2302,1.5,29.9,4554,14.7,3.73,2744,23.43,1,6.5,34,0.98,0.71,103740,23,42.7,1359,1.2930665
경기 오산시,2016,42757000,27.4,6673,15381,1723,1373,4.88,28.1,8043,15.8,1.792,2261,26.77,2,3.2,50,5.27,1.16,65693,22,36.2,3179,4.615809
울산 중구,2018,37063741,28.4,3220,12371,1103,1038,1.91,25.7,2157,12.7,3.708,1453,24.12,0,6.5,38,2.53,1.98,71510,21,41.7,4770,6.2532774
강원 원주시,2017,87785359,30.7,5233,19531,21680,1740,6.59,30.8,3277,20.3,4.419,2291,24.52,3,6.4,72,5.57,1.74,121069,49,40.7,10159,7.741488100000001
경기 양평군,2018,51198870,30.4,618,5272,17154,418,9.39,30.8,1575,13.0,3.41,520,20.98,1,11.1,25,16.235,0.76,43550,22,47.1,4674,9.6922694
경남 거제시,2018,98609973,34.1,5134,18201,6514,1285,8.35,27.7,7473,15.3,-0.647,2030,24.32,1,4.7,57,5.74,1.79,97425,37,38.2,16617,14.5709475
경남 거창군,2018,31906464,29.9,543,3015,14207,197,20.77,32.8,503,14.9,2.701,266,19.1,2,17.4,16,8.005,1.36,27188,17,47.9,4450,14.0653644
전남 신안군,2016,3720000,34.7,239,951,18125,188,23.28,38.0,723,11.0,2.896,217,10.17,0,20.7,22,14.07,0.16,16673,19,53.0,1709,9.2971385
울산 울주군,2018,487835918,28.4,3230,13519,18662,1071,9.11,25.8,7225,13.2,3.002,1481,22.62,2,6.7,49,5.425,1.75,79306,30,41.1,8089,9.2556782
경기 포천시,2017,39013035,31.9,1260,7217,17195,727,8.31,29.3,12414,19.7,2.171,875,20.66,2,7.9,39,9.15,0.93,51464,31,42.8,2965,5.4474637
경북 청도군,2018,21150000,31.7,305,1119,18005,130,16.0,36.4,1072,12.2,3.103,146,16.8,0,21.0,14,11.57,0.67,21536,11,53.9,4744,18.0517504
대전 중구,2018,56218554,28.2,3725,12650,1465,1034,2.44,29.4,1543,19.8,2.811,1264,22.97,1,8.2,43,2.23,1.42,81931,27,43.4,4932,5.6779066
충남 예산군,2017,36860453,35.8,738,3040,9680,283,12.41,29.7,2156,12.8,2.128,318,17.5,0,14.3,27,14.94,1.02,34356,24,49.4,4855,12.3817296
경북 예천군,2018,16347826,25.4,432,1326,12041,235,17.67,33.4,537,14.7,3.194,310,15.35,1,18.4,14,11.77,0.88,26146,11,49.5,5193,16.5704075
울산 남구,2016,73691355,24.5,4712,16858,2829,1939,2.97,27.2,5487,14.7,2.376,2840,26.62,1,4.0,46,2.94,3.19,104428,30,39.2,6233,5.6325173
서울 마포구,2018,23890251,25.6,2782,15432,1347,2229,2.38,36.7,11282,12.8,8.112,2528,23.74,2,4.9,26,4.015,1.72,118619,22,40.7,5736,4.612601000000001
강원 양양군,2017,10739801,29.8,228,962,6998,118,12.69,34.4,283,12.9,5.71,95,12.84,0,13.9,15,18.38,0.81,12405,14,50.3,2458,16.5377111
부산 금정구,2017,65179775,18.3,2908,9690,1268,974,2.32,32.3,4120,13.0,6.723,1204,23.93,4,7.8,28,3.27,1.6,82427,23,43.5,6658,7.473761
대구 동구,2018,146864970,30.8,5435,17150,3180,1725,2.45,28.8,1887,12.6,4.918,2202,21.91,0,9.0,61,2.865,1.09,121847,32,43.7,7866,6.064157
경북 포항시,2018,388539512,32.9,8415,27068,20992,2265,5.24,28.2,5932,18.6,2.042,3109,23.09,4,8.0,115,3.995,1.49,194123,65,42.9,21791,10.092444200000001
경북 상주시,2017,50256371,27.5,1329,4033,29573,325,15.72,33.7,913,12.7,3.262,447,18.91,0,17.0,35,9.91,1.11,43149,28,49.3,5627,11.536411300000001
경기 시흥시,2017,135056862,28.9,5461,25140,13895,2303,11.91,26.5,32031,18.2,3.345,2812,25.9,2,3.7,67,3.34,1.51,130097,40,38.4,6330,4.639844
전남 담양군,2018,133448080,37.3,326,1440,24187,146,20.21,30.4,1035,9.2,5.879,273,16.88,1,16.3,15,23.255,0.3,18144,14,49.8,2566,12.3901497
광주 북구,2017,120305295,25.1,6505,23464,3344,2153,4.81,29.9,4752,15.5,3.503,3035,23.88,6,6.6,105,3.87,2.17,154667,46,40.3,10853,6.556911599999999
대구 남구,2017,17428915,23.6,1675,4758,602,732,1.53,39.0,1118,11.7,3.837,707,23.83,2,10.1,16,2.62,0.85,41877,11,45.8,1980,4.5146727
충남 천안시,2018,140692261,30.9,11100,40495,15989,4045,7.63,32.6,20078,18.1,2.562,5213,25.46,6,4.5,114,4.315,1.88,231474,75,38.1,24902,9.7130777
서울 중랑구,2016,18530000,27.9,3366,15779,662,2591,1.56,29.0,4672,14.4,2.742,3085,24.14,1,6.0,34,0.97,0.74,102387,23,42.1,2326,2.2213097
경남 창원시,2017,484020509,27.8,17609,57188,16507,5265,5.24,26.7,15625,18.2,2.807,7515,24.75,5,6.2,197,3.41,1.84,334002,110,40.7,25483,7.0887519999999995
부산 해운대구,2018,55065412,28.4,4866,20170,1091,1456,2.85,25.8,4039,13.2,7.948,2084,24.39,1,7.9,40,2.455,1.56,141002,33,42.9,9525,6.3277684
전북 진안군,2018,6398307,27.8,189,904,13107,86,30.77,35.1,349,8.1,3.199,160,11.43,0,19.5,12,15.175,0.39,10558,13,52.1,1268,10.722137700000001
충북 음성군,2018,35483134,37.7,1035,4754,14052,508,15.01,36.6,9273,17.6,3.021,538,18.73,2,9.2,25,9.275,0.92,41973,22,43.8,7293,14.803312599999998
광주 남구,2018,60872269,30.6,3957,13118,3082,837,4.78,27.7,1418,15.2,6.226,1165,24.26,4,7.5,44,5.05,2.56,76688,22,42.1,5349,6.5202287
충남 청양군,2018,5959271,35.1,263,987,8631,93,22.0,34.6,614,19.0,1.587,110,13.39,1,18.0,13,15.21,0.62,14016,12,52.0,1734,11.0095238
경남 창녕군,2018,49409506,32.0,544,2280,10945,218,16.63,35.6,2702,11.7,3.498,334,16.47,0,18.4,21,13.25,0.88,27574,17,49.5,3871,12.3103832
강원 정선군,2018,42548998,41.0,340,1469,17412,171,12.42,35.2,265,12.7,2.629,136,13.73,0,13.9,15,27.675,0.74,16507,16,49.4,2423,12.7997887
경기 남양주시,2018,241792390,29.7,10540,43187,13317,2759,4.11,19.1,7137,18.1,3.757,4120,25.67,1,5.0,110,4.125,1.35,220328,61,40.6,9952,4.3216953
대구 중구,2017,7056370,28.0,810,4144,300,363,2.5,37.6,773,10.5,4.619,577,24.64,0,9.9,12,13.93,3.73,25788,10,44.4,2261,8.0608934
강원 삼척시,2018,80405183,35.2,789,2767,11276,298,11.28,37.1,789,17.7,2.293,341,16.99,0,13.0,17,14.715,1.0,30944,19,45.8,5458,14.9936817
강원 평창군,2017,16680775,34.2,336,1708,19021,184,12.15,33.7,500,13.4,3.928,185,15.07,0,13.1,17,16.24,0.86,20075,19,49.0,4579,18.573051
경기 부천시,2018,53450000,30.9,10934,41572,2265,4434,2.39,24.8,24338,16.0,3.582,5447,24.24,4,5.4,126,3.24,1.49,265529,64,41.3,11462,4.1380406
강원 춘천시,2016,333858704,30.4,3573,14702,17111,1332,5.87,30.5,3244,17.9,3.296,1993,25.22,5,7.1,46,6.77,1.59,93300,40,41.2,5770,5.8241647
경기 고양시,2017,191850023,27.0,15028,54467,9265,4730,3.2,22.2,12253,17.0,3.619,6681,26.38,2,5.0,175,3.36,1.92,305178,83,40.6,8956,2.8510126000000002
강원 태백시,2018,66633000,35.4,379,2307,3943,158,7.66,32.6,254,15.2,1.86,228,18.38,1,12.8,12,18.71,1.14,20981,12,46.7,3485,14.2442573
서울 서대문구,2016,17600000,23.0,2748,13331,643,1660,1.74,34.2,11677,11.7,2.647,2201,23.87,6,5.7,27,4.14,1.12,92788,19,40.9,2641,2.7675025
전북 고창군,2017,32453860,28.8,420,2108,13399,204,25.31,34.6,934,13.8,3.365,235,16.71,0,20.3,22,11.58,0.86,24649,21,50.4,3243,11.6269898
경북 고령군,2018,32492599,34.0,170,1189,7074,111,16.33,33.0,1704,14.8,3.5,141,15.98,0,15.9,9,14.915,0.7,13739,9,49.9,1825,11.7257774
경남 거제시,2017,97244221,27.5,5364,17487,9161,1577,9.27,28.2,9089,13.2,0.333,2614,25.4,1,4.4,56,5.51,1.81,92670,37,37.5,13179,12.4507553
경기 의왕시,2016,53991234,28.9,2004,7707,1770,756,4.27,19.6,1234,17.1,3.168,1218,25.75,1,4.3,24,5.1,1.18,47249,13,40.0,1389,2.8557918
전북 무주군,2017,12353295,30.8,218,1076,8259,73,27.67,34.1,250,14.1,3.44,104,15.11,0,18.8,9,32.25,0.6,10875,10,51.1,1691,13.4569473
경기 안산시,2018,151472341,33.6,8336,35622,6056,3589,2.54,29.3,56787,19.2,2.673,3747,24.8,4,4.6,98,4.085,1.52,200334,54,40.0,13155,6.161910000000001
서울 강동구,2018,24556203,29.6,4309,19831,1013,2371,1.51,26.5,4347,15.1,5.694,2659,23.79,0,5.4,35,2.42,1.49,122718,27,42.2,8685,6.609438099999999
경기 이천시,2017,82297681,31.4,2897,12988,13289,1079,11.77,25.1,6879,14.0,2.757,1725,23.65,2,5.5,54,5.63,1.71,71325,31,39.4,6017,7.779731600000001
강원 영월군,2018,26383940,38.4,308,1371,11475,145,12.39,36.3,268,15.4,2.581,122,13.25,1,15.4,15,67.39,0.73,17404,13,50.4,2484,12.4899437
충북 진천군,2018,26261955,34.5,750,4604,9424,430,16.23,31.9,6047,13.3,3.265,545,20.67,0,8.3,16,12.61,1.11,35314,15,41.7,6733,16.013033
전남 해남군,2016,37986279,33.6,609,2938,19764,251,21.36,33.7,1388,8.2,2.299,786,18.37,0,19.3,24,13.31,0.84,29983,21,49.0,3402,10.190205200000001
부산 해운대구,2017,55065412,26.5,5092,20391,1165,1576,2.91,25.0,3904,12.5,9.054,2275,25.03,1,7.4,40,2.43,1.59,139613,33,42.3,9667,6.4757503
전남 나주시,2018,104170378,33.1,1470,5491,15112,591,18.41,35.9,2801,13.9,4.875,889,19.27,3,13.2,29,9.235,1.16,52942,24,44.3,12640,19.273581200000002
서울 강서구,2018,41462415,30.7,6023,26949,1123,3835,2.04,31.0,6662,15.9,5.948,4260,23.56,1,5.7,56,2.32,1.18,190525,36,41.5,6896,3.4930428
경북 경산시,2016,114831835,25.4,4560,12623,12102,1541,7.33,32.4,8449,14.4,3.581,2509,23.85,12,6.3,67,5.43,1.23,86957,31,39.8,6257,6.712511
부산 중구,2018,4466946,31.8,189,1364,69,184,2.18,43.7,1844,13.4,4.573,163,21.6,0,13.0,4,15.93,1.36,17016,4,48.3,2585,13.1881026
전남 함평군,2018,28039211,27.1,131,998,15479,120,26.06,36.9,680,14.0,3.602,146,15.15,0,22.0,12,14.585,0.48,14661,11,52.4,2469,14.41331
서울 광진구,2016,17050000,26.6,3174,15327,486,2285,1.71,36.4,14889,14.3,3.182,2767,26.27,3,4.3,36,2.52,1.2,82691,22,40.2,1069,1.2762655
대구 달성군,2017,376371857,28.3,5758,13365,13445,1772,7.64,23.3,5515,9.8,4.231,2652,22.09,1,5.2,45,2.47,1.32,90122,32,38.8,11362,11.1958535
경북 의성군,2017,32583000,31.4,182,1250,25030,151,18.61,36.6,606,10.9,3.722,221,13.62,0,23.5,15,11.22,0.41,26229,16,56.0,4162,13.6948439
충남 계룡시,2016,49221873,28.2,759,3208,2330,171,6.25,18.6,204,18.2,1.969,371,25.85,0,4.5,8,9.38,1.36,16517,5,37.8,3516,17.5510408
경남 함양군,2018,19391344,27.4,328,1534,11072,121,25.03,36.9,418,13.3,2.87,150,15.56,0,20.9,12,9.97,0.97,18272,13,51.8,2960,13.941220800000002
경기 시흥시,2018,135059861,32.5,5821,27185,6645,2582,4.46,26.8,34640,17.5,3.464,3185,25.17,2,3.8,72,3.275,1.53,147295,44,38.7,9131,5.8372649
충북 영동군,2018,31106651,29.3,351,1738,10944,189,17.97,35.2,603,10.4,2.397,285,15.32,1,16.1,14,17.965,0.89,20972,14,49.6,2523,10.738455
경남 산청군,2017,10461324,29.6,182,1125,14298,98,24.79,36.9,631,10.9,2.977,191,13.3,0,20.5,13,27.52,0.66,16613,13,52.7,2895,14.840065599999999
전북 순창군,2018,10110000,39.0,206,1134,7718,63,31.96,32.9,353,11.9,3.215,216,12.81,0,20.2,15,28.725,0.62,12817,15,51.3,2257,14.9728008
대구 수성구,2018,76534405,23.9,6105,23630,2039,1314,2.84,22.9,1640,12.4,7.168,1714,25.45,1,6.9,54,2.875,2.26,134191,34,41.9,5829,4.1629767
전남 화순군,2018,74012000,29.2,465,2925,17395,205,21.16,32.0,900,25.9,4.637,269,18.87,0,17.4,19,10.87,1.3,27949,16,47.6,5006,15.190411200000002
서울 강남구,2017,39497268,23.1,4156,24371,1312,2677,1.98,30.3,4888,10.1,4.94,3456,27.3,0,4.1,38,5.03,4.04,173282,33,40.4,12603,6.779998399999999
경북 상주시,2018,50246829,28.5,1302,3973,24314,337,15.31,34.1,940,13.1,3.068,456,18.23,0,17.3,35,9.955,1.08,43082,28,49.8,5641,11.5776943
경기 하남시,2018,93044652,31.0,2917,14275,4996,1357,2.87,23.9,2345,13.6,5.263,1892,24.5,0,4.8,33,2.45,1.09,73525,20,40.2,3680,4.7665307
경남 창녕군,2016,48015759,30.6,586,2179,11776,276,17.56,35.0,2285,10.5,3.063,389,18.04,0,18.2,22,10.94,0.92,27064,17,48.6,3658,11.9067769
경기 이천시,2018,82297681,31.8,2754,13080,14493,1059,9.81,26.4,7379,14.9,3.138,1525,23.2,2,5.8,53,5.595,1.77,72721,31,40.0,5648,7.2069313
강원 홍천군,2018,30715247,37.4,607,2904,23176,313,8.65,32.0,949,17.0,2.819,361,15.71,0,12.6,26,8.515,1.16,29106,25,48.0,3814,11.5856622
부산 강서구,2016,238454382,28.5,2334,5619,9997,839,7.71,23.3,5431,8.6,3.596,1601,22.69,0,4.9,16,2.75,0.81,33041,18,37.9,1774,5.0955048000000005
경북 경산시,2018,114831835,31.1,4410,12992,9416,1283,6.81,32.8,10977,14.8,4.635,1859,22.76,10,7.0,64,5.955,1.27,92790,31,40.6,8421,8.3202419
경기 부천시,2016,53450000,29.1,11662,41012,2541,4769,2.72,23.5,20405,14.4,1.304,6426,25.49,4,4.8,124,2.7,1.48,254438,62,40.2,10570,3.9885588
전북 군산시,2017,207398894,31.0,4069,15680,8179,1322,8.2,30.8,5266,16.4,1.171,1799,23.74,5,8.5,70,4.36,2.08,109423,56,41.8,15223,12.2129872
충남 공주시,2018,60114957,33.4,1249,4525,17752,399,11.89,34.2,2106,21.8,2.321,513,19.39,2,11.7,35,15.79,1.23,43883,28,46.3,5798,11.670457500000001
서울 노원구,2018,35595942,30.4,6639,27558,827,2240,2.3,25.3,4408,21.7,4.638,2851,23.79,6,7.4,68,2.83,1.37,186533,42,41.6,4910,2.5647321
경기 수원시,2017,121138690,28.6,20801,68095,4611,7112,3.0,28.1,37852,17.1,3.067,9497,26.5,4,4.3,197,3.08,1.71,350148,97,38.5,12890,3.5505925
경기 동두천시,2017,33298502,32.0,844,5231,1922,423,4.97,28.3,3195,26.4,1.66,583,24.1,1,9.4,19,6.18,1.02,35987,11,43.0,2838,7.3097231
서울 영등포구,2017,24354829,26.5,3883,13905,759,2539,2.59,34.7,33474,15.2,4.024,2805,22.71,0,5.7,42,2.98,1.28,99225,23,42.5,3100,3.0295627
경기 오산시,2018,42757000,32.6,6222,16320,2225,1332,4.48,29.3,9450,17.8,2.877,1847,25.11,2,3.6,50,5.795,1.25,74898,23,37.3,5856,7.2516532
대구 달성군,2016,376376084,27.0,4885,11367,10007,1509,8.04,22.2,5317,9.6,4.397,2321,22.4,1,5.3,44,2.75,1.34,75593,29,39.0,7887,9.4477719
경기 고양시,2016,191850023,27.0,15030,55090,8874,4932,3.4,21.6,12286,17.3,2.253,7507,27.23,2,4.7,174,3.37,1.86,299167,83,40.0,9083,2.9466342
대전 중구,2016,56218607,24.8,4026,13400,1214,1212,2.62,26.8,1562,18.0,2.494,1689,24.93,1,7.3,43,2.77,1.41,80574,27,42.1,4062,4.7993762
경북 의성군,2018,32583000,29.1,170,1209,25968,141,18.45,37.4,635,11.3,3.24,240,12.92,0,23.7,16,11.275,0.34,26230,16,56.4,4282,14.033822800000001
충북 괴산군,2017,12411518,30.3,210,1095,12514,149,20.69,36.8,800,15.2,2.606,128,12.92,1,16.3,15,15.36,0.38,16157,14,50.6,1637,9.199730200000001
서울 중구,2017,9974292,24.0,1172,5283,269,792,1.71,38.6,8884,13.4,3.244,808,22.47,2,7.2,14,19.09,1.02,39512,12,42.8,1925,4.6456066
강원 평창군,2016,16971071,32.0,379,1751,15719,184,12.73,33.2,464,12.7,2.201,186,15.48,0,12.6,17,16.16,0.83,19923,19,48.3,4562,18.6318154
충남 논산시,2018,49850582,38.7,588,5817,11548,489,13.24,32.8,4068,19.9,2.498,629,19.27,2,13.4,32,5.755,1.06,48060,33,46.3,5710,10.6193044
서울 광진구,2017,17075115,25.2,3139,15029,503,2082,1.67,37.1,14595,14.8,4.343,2347,25.38,3,4.6,36,2.52,1.24,84316,22,40.6,981,1.1500991
부산 남구,2018,42507261,31.2,2916,12330,787,1065,2.65,29.0,5718,12.9,6.065,1295,23.21,4,7.9,26,3.68,1.16,106627,21,43.1,13399,11.163414600000001
광주 남구,2016,60877860,27.1,3923,12692,2605,989,5.07,26.5,1460,14.0,2.498,1416,26.77,4,6.9,45,3.64,2.44,74729,22,41.1,4630,5.8342469
인천 연수구,2018,123327193,29.5,5483,21898,1813,1546,3.02,22.2,11003,13.7,3.889,2480,25.18,1,4.0,42,3.245,1.78,109637,28,38.4,6958,5.9676659
전남 진도군,2017,22963322,29.7,250,1187,9668,110,21.63,37.5,1243,11.3,3.182,174,14.45,0,22.1,13,28.33,0.82,13917,10,50.7,1754,11.1926488
강원 횡성군,2018,9918922,35.3,269,1697,17133,174,11.24,31.4,614,18.8,2.864,149,14.42,2,13.3,13,12.915,0.98,19529,16,49.9,2837,12.684431700000001
충남 태안군,2016,35463150,30.5,470,2605,12193,270,10.47,30.1,1257,11.7,1.681,352,18.09,0,12.7,23,10.95,0.77,26198,19,48.4,3497,11.7763933
경기 의정부시,2018,81616520,33.6,5120,22370,1771,2025,2.72,25.1,4516,22.4,3.196,2559,24.88,1,6.4,64,1.355,1.6,143102,33,41.7,7042,4.6901641000000005
강원 인제군,2017,14839016,35.7,423,1590,8523,210,10.12,33.5,319,12.9,3.698,310,14.67,0,10.0,16,33.76,0.8,12005,14,43.9,1042,7.986510300000001
경남 창원시,2016,484020507,27.1,17817,57593,19963,5835,5.56,26.2,16226,17.7,2.423,8574,25.43,5,5.8,194,3.38,1.83,321469,108,40.0,18201,5.3584361
울산 울주군,2016,487835917,26.5,3694,13680,24447,1114,10.13,24.5,8136,12.8,2.627,1828,23.94,2,6.3,51,5.47,1.69,73606,31,39.9,5891,7.4103425000000005
전남 나주시,2016,104170378,31.2,1043,4257,15866,593,19.73,36.2,2384,12.1,3.072,902,19.31,3,14.3,27,11.5,0.8,45692,22,44.6,9974,17.9175799
경남 거창군,2017,31906464,23.4,591,2916,19431,189,19.56,31.8,527,14.6,2.803,294,19.99,2,17.2,16,7.97,1.34,26498,17,47.4,4096,13.3882461
경북 영천시,2017,57062378,30.9,724,3573,18823,400,12.17,33.8,3546,15.2,3.654,584,19.89,1,14.9,23,7.95,1.03,43180,18,48.2,6149,12.4652841
전남 장성군,2016,108637200,27.7,653,1928,10199,175,21.33,29.9,1114,6.5,2.813,385,18.85,0,16.9,16,17.35,0.82,17703,13,47.7,2512,12.426416
전남 장성군,2017,108637200,25.9,580,1928,10425,141,20.61,30.1,1148,6.8,5.002,329,18.06,0,16.8,16,17.35,0.78,18231,13,48.2,3002,14.1383695
충남 천안시,2016,140687116,29.6,10880,38136,15396,4262,8.4,31.5,17828,17.9,1.875,6021,26.85,6,4.2,110,4.21,1.8,208736,72,37.3,16037,7.1347537
경북 칠곡군,2017,148871154,30.0,1973,7001,10111,807,11.19,31.5,3973,17.5,3.658,1039,21.85,2,6.5,33,5.79,1.56,41260,21,39.9,4654,10.1363419
대구 달서구,2016,62339776,26.1,9890,32870,1273,2786,2.82,25.0,8619,12.7,3.519,4504,25.6,3,5.4,85,2.03,1.54,179685,54,39.7,5872,3.1645263
서울 송파구,2016,33858375,21.2,6073,31048,1162,4102,1.61,23.6,7115,12.8,3.195,5500,25.93,1,3.7,54,2.89,1.69,191349,39,40.0,6406,3.2393617999999997
경남 거제시,2016,97244221,28.7,5524,16989,9417,2040,9.88,28.1,14178,12.0,-0.481,3233,25.88,1,4.0,57,5.05,1.75,88240,37,36.7,9792,9.9885752
충북 보은군,2018,17737591,34.2,240,1142,8842,97,19.93,33.5,509,9.1,2.604,178,13.52,0,18.4,16,14.715,0.74,15088,15,52.2,2207,12.760913600000002
경남 진주시,2016,275744020,27.7,4229,19647,14368,1667,7.73,29.7,4540,17.1,2.751,2624,24.87,6,7.9,52,4.61,2.31,113571,45,40.5,7508,6.2009101
경기 안성시,2016,155905229,28.6,2844,10688,14033,998,12.05,29.3,9851,21.7,2.256,1400,22.69,3,6.5,51,6.01,1.24,63912,34,40.5,4244,6.2268912
세종특별자치시,2017,141468621,27.7,5370,20764,24266,1728,11.73,30.2,4125,12.3,7.015,3504,20.51,2,3.9,53,5.0,1.27,104448,43,36.1,14360,12.086728200000001
서울 영등포구,2018,24354830,29.2,3707,13881,836,2664,2.53,35.7,35822,15.9,6.303,2698,22.3,0,5.8,42,2.985,1.27,99971,23,42.8,2075,2.0333967
경기 연천군,2017,30445145,29.2,431,1802,9298,248,7.42,32.9,976,16.3,1.501,338,17.71,0,12.3,13,11.01,0.86,15931,13,46.1,451,2.7530216
경기 군포시,2016,36362000,26.1,4241,16234,1304,1772,2.69,19.9,6772,16.4,2.522,2887,27.21,1,4.8,49,2.81,1.5,86160,26,39.2,1991,2.2586244
전남 영암군,2016,101048377,33.1,564,2646,14101,261,26.0,35.7,4846,14.1,1.72,504,18.81,2,14.4,18,21.04,1.0,25351,16,44.2,4097,13.9126596
충북 증평군,2018,13543694,33.9,270,2094,2110,231,13.57,32.9,745,11.1,2.768,324,21.55,0,8.7,5,15.78,1.39,14501,4,41.5,1639,10.1548947
경남 의령군,2016,15591845,24.9,165,848,8518,86,24.41,39.9,769,13.0,1.923,123,12.39,0,24.6,10,17.79,0.71,13015,14,52.5,2054,13.630632400000001
경기 성남시,2016,141820897,24.7,11509,47233,6219,6050,2.35,27.3,17579,14.7,2.496,8312,26.6,3,5.0,131,2.26,1.84,252344,71,40.2,6831,2.6356709
전남 진도군,2018,22963322,39.5,233,1200,9158,114,21.57,37.6,1412,12.5,3.323,133,14.0,0,22.0,13,28.465,0.86,14033,10,50.9,1952,12.2114482
인천 연수구,2016,123327193,26.7,5226,19904,2173,1627,3.45,21.5,7629,13.4,1.797,2542,26.24,1,3.6,40,3.35,1.56,99299,26,37.7,4328,4.1765177
대전 동구,2018,120563321,33.2,2403,11558,2578,983,2.89,37.4,4718,19.5,2.714,1182,21.92,4,8.1,37,5.05,0.93,78580,23,42.1,5235,6.2458987
서울 노원구,2016,35459862,26.5,7255,29482,1341,2778,2.47,23.3,3631,19.6,2.885,4176,25.89,6,6.4,67,2.47,1.4,189013,42,40.4,5290,2.7225519
전북 진안군,2016,6398307,28.9,259,915,12967,93,32.47,34.0,329,8.0,1.594,173,12.51,0,19.5,12,15.34,0.38,10223,13,51.5,1129,9.9453841
인천 미추홀구,2017,24840389,31.7,4989,17540,1046,2441,1.78,29.6,8337,12.4,2.863,2893,24.61,2,6.2,47,3.58,0.91,141760,23,41.8,9299,6.1558729
경기 구리시,2017,33292067,25.5,2694,9780,1111,948,3.82,21.9,1417,16.5,3.257,1306,26.56,0,5.0,34,3.0,1.71,55252,16,40.4,1168,2.0701879
전북 정읍시,2018,47833455,32.9,1154,5248,16333,374,18.78,32.9,2614,19.5,3.034,527,18.06,1,15.9,41,13.24,1.72,46980,35,47.6,6396,11.982913700000001
광주 동구,2017,49317393,27.0,844,3165,1444,450,4.25,39.7,1338,12.5,3.588,524,23.24,3,8.5,17,16.76,3.22,33266,11,44.3,2496,6.9794754
강원 삼척시,2016,80176759,32.6,846,2864,11235,289,11.98,36.4,772,17.1,1.869,381,18.12,0,12.1,18,14.37,1.11,29329,19,44.6,4257,12.674924100000002
부산 수영구,2018,14084752,26.3,2038,6153,381,856,2.0,32.5,1320,12.2,6.539,955,23.08,0,8.2,22,1.67,1.56,66107,10,45.4,6966,9.532932800000001
경남 함안군,2016,40232938,25.8,1034,3657,8633,319,17.46,31.8,3703,19.2,2.414,474,20.37,0,14.3,21,7.25,1.09,27588,16,44.3,2794,9.1962346
충남 서산시,2018,200235993,32.7,2065,10195,16341,1003,9.48,29.2,4459,16.0,2.753,1341,22.41,1,8.4,42,4.07,1.34,71380,29,42.5,10887,13.2337389
전남 화순군,2017,74012000,24.3,510,2960,18821,243,21.75,32.0,956,26.8,3.884,304,19.75,0,17.0,19,10.82,1.36,27924,16,47.0,4850,14.7983157
